ERA,G,CG,SHO,W,L,SV,HLD,WPCT,TBF,IP,H,HR,BB,HBP,SO,R,ER,season,record_team,IP_OUTS,IP_DECIMAL,kbo_player_id,player_name,level,role,has_record,source_url,AVG,PA,AB,2B,3B,TB,RBI,SB,CS,GDP,SLG,OBP,E
,22,,,,,,,,,,16,1,11,0,18,8,,2023,고양,,,50304,김병휘,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50304,0.308,65,52,3,1,24,8,0,0,0,0.462,0.415,1
,50,,,,,,,,,,31,3,16,6,32,15,,2024,고양,,,50304,김병휘,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50304,0.267,141,116,3,0,43,14,0,0,2,0.371,0.379,10
,46,,,,,,,,,,16,0,13,5,21,13,,2025,고양,,,50304,김병휘,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50304,0.219,93,73,4,1,22,10,0,0,0,0.301,0.370,4
,13,,,,,,,,,,6,0,1,0,10,0,,2020,키움,,,50357,박주홍,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50357,0.250,25,24,2,0,8,1,0,1,0,0.333,0.280,1
,23,,,,,,,,,,5,0,9,0,21,4,,2021,키움,,,50357,박주홍,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50357,0.106,56,47,2,0,7,3,1,1,1,0.149,0.250,0
,21,,,,,,,,,,11,0,8,0,18,4,,2022,키움,,,50357,박주홍,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50357,0.224,57,49,1,1,14,3,0,0,1,0.286,0.333,0
,27,,,,,,,,,,6,0,5,0,26,5,,2023,키움,,,50357,박주홍,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50357,0.122,57,49,0,1,8,2,1,0,0,0.163,0.196,0
,25,,,,,,,,,,5,0,10,0,17,5,,2024,키움,,,50357,박주홍,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50357,0.102,59,49,2,0,7,1,2,0,1,0.143,0.254,0
,102,,,,,,,,,,56,3,30,1,72,33,,2025,키움,,,50357,박주홍,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50357,0.226,283,248,11,3,82,23,11,1,5,0.331,0.310,3
,57,,,,,,,,,,41,3,32,7,69,28,,2020,고양,,,50357,박주홍,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50357,0.225,221,182,12,0,62,21,1,2,1,0.341,0.362,2
,43,,,,,,,,,,28,0,25,3,42,18,,2021,고양,,,50357,박주홍,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50357,0.259,136,108,10,0,38,18,1,0,2,0.352,0.412,2
,72,,,,,,,,,,60,4,30,4,67,41,,2022,고양,,,50357,박주홍,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50357,0.264,262,227,15,0,87,33,0,1,3,0.383,0.359,1
,58,,,,,,,,,,54,8,40,2,49,42,,2023,고양,,,50357,박주홍,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50357,0.286,233,189,13,0,91,37,15,0,3,0.481,0.412,2
,36,,,,,,,,,,33,5,23,0,35,10,,2024,고양,,,50357,박주홍,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50357,0.287,141,115,6,1,56,21,3,2,2,0.487,0.397,2
,18,,,,,,,,,,20,3,20,0,11,18,,2025,고양,,,50357,박주홍,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50357,0.323,85,62,2,0,31,14,5,1,1,0.500,0.482,0
0.00,1,0,0,0,0,0,0,-,6,1,1,0,1,1,0,0,0,2020,삼성,3,1.0,50430,홍원표,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50430,,,,,,,,,,,,,
2.45,3,0,0,0,0,0,0,-,15,3 2/3,2,0,2,0,1,1,1,2023,삼성,11,3.666667,50430,홍원표,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50430,,,,,,,,,,,,,
4.26,4,0,0,0,0,0,0,-,28,6 1/3,4,1,6,0,5,3,3,2024,삼성,19,6.333333,50430,홍원표,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50430,,,,,,,,,,,,,
4.50,2,0,0,0,1,0,0,0.000,12,2,3,0,2,1,1,1,1,2025,삼성,6,2.0,50430,홍원표,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50430,,,,,,,,,,,,,
5.29,23,0,0,1,3,0,0,0.250,159,34,45,2,18,2,23,22,20,2020,삼성,102,34.0,50430,홍원표,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50430,,,,,,,,,,,,,
16.76,7,0,0,0,1,0,0,0.000,58,9 2/3,21,0,6,2,9,19,18,2021,삼성,29,9.666667,50430,홍원표,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50430,,,,,,,,,,,,,
5.06,6,0,0,1,0,0,1,1.000,24,5 1/3,9,0,2,0,1,3,3,2023,삼성,16,5.333333,50430,홍원표,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50430,,,,,,,,,,,,,
5.48,30,0,0,6,0,1,1,1.000,199,42 2/3,49,5,26,3,36,28,26,2024,삼성,128,42.666667,50430,홍원표,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50430,,,,,,,,,,,,,
8.13,25,0,0,2,5,0,1,0.286,256,52,75,6,29,1,41,52,47,2025,삼성,156,52.0,50430,홍원표,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50430,,,,,,,,,,,,,
54.00,1,0,0,0,0,0,0,-,16,1 1/3,8,1,4,0,3,8,8,2020,삼성,4,1.333333,50441,황동재,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50441,,,,,,,,,,,,,
7.06,16,0,0,1,3,0,0,0.250,312,66 1/3,91,9,31,0,53,58,52,2022,삼성,199,66.333333,50441,황동재,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50441,,,,,,,,,,,,,
7.11,7,0,0,0,5,0,0,0.000,155,31 2/3,40,6,21,2,27,27,25,2023,삼성,95,31.666667,50441,황동재,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50441,,,,,,,,,,,,,
4.07,15,0,0,1,2,0,0,0.333,180,42,38,2,18,4,30,20,19,2024,삼성,126,42.0,50441,황동재,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50441,,,,,,,,,,,,,
6.97,15,0,0,0,1,0,0,0.000,104,20 2/3,27,1,14,2,22,16,16,2025,삼성,62,20.666667,50441,황동재,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50441,,,,,,,,,,,,,
3.60,4,0,0,2,1,0,0,0.667,66,15,16,0,4,1,12,8,6,2020,삼성,45,15.0,50441,황동재,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50441,,,,,,,,,,,,,
1.40,6,0,0,1,2,0,0,0.333,86,19 1/3,14,0,11,1,16,11,3,2021,삼성,58,19.333333,50441,황동재,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50441,,,,,,,,,,,,,
3.31,8,0,0,2,2,0,1,0.500,143,32 2/3,36,0,12,1,24,17,12,2022,삼성,98,32.666667,50441,황동재,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50441,,,,,,,,,,,,,
4.20,8,0,0,2,1,0,0,0.667,131,30,29,0,13,0,20,17,14,2023,삼성,90,30.0,50441,황동재,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50441,,,,,,,,,,,,,
5.59,8,0,0,1,2,0,0,0.333,88,19 1/3,21,2,11,1,15,14,12,2024,삼성,58,19.333333,50441,황동재,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50441,,,,,,,,,,,,,
5.74,15,0,0,0,4,0,1,0.000,147,31 1/3,40,1,14,5,22,23,20,2025,삼성,94,31.333333,50441,황동재,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50441,,,,,,,,,,,,,
,135,,,,,,,,,,59,1,24,2,44,47,,2020,삼성,,,50458,김지찬,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50458,0.232,287,254,5,1,69,13,21,4,1,0.272,0.301,10
,120,,,,,,,,,,81,1,27,0,31,50,,2021,삼성,,,50458,김지찬,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50458,0.274,336,296,6,0,90,26,23,4,0,0.304,0.331,19
,113,,,,,,,,,,101,0,45,2,64,62,,2022,삼성,,,50458,김지찬,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50458,0.280,429,361,7,6,120,25,25,4,2,0.332,0.361,22
,99,,,,,,,,,,85,1,48,9,36,59,,2023,삼성,,,50458,김지찬,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50458,0.292,355,291,4,2,96,18,13,1,1,0.330,0.408,16
,135,,,,,,,,,,143,3,60,9,40,102,,2024,삼성,,,50458,김지찬,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50458,0.316,535,453,16,3,174,36,42,4,5,0.384,0.405,3
,90,,,,,,,,,,89,0,38,5,44,59,,2025,삼성,,,50458,김지찬,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50458,0.281,373,317,9,2,102,23,22,3,7,0.322,0.364,1
,5,,,,,,,,,,2,0,2,0,0,2,,2021,삼성,,,50458,김지찬,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50458,0.286,9,7,0,0,2,2,1,0,0,0.286,0.444,1
,3,,,,,,,,,,1,0,2,0,2,1,,2022,삼성,,,50458,김지찬,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50458,0.111,11,9,0,0,1,0,0,0,0,0.111,0.273,0
,5,,,,,,,,,,5,0,1,1,0,2,,2023,삼성,,,50458,김지찬,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50458,0.357,16,14,1,0,6,1,0,0,0,0.429,0.438,0
,3,,,,,,,,,,3,0,1,0,1,1,,2025,삼성,,,50458,김지찬,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50458,0.333,10,9,0,1,5,4,0,1,0,0.556,0.400,0
6.84,7,0,0,1,3,0,0,0.250,128,26 1/3,34,5,19,0,16,21,20,2020,삼성,79,26.333333,50464,이승민,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50464,,,,,,,,,,,,,
8.58,11,0,0,1,4,0,0,0.200,173,35 2/3,50,6,18,3,22,34,34,2021,삼성,107,35.666667,50464,이승민,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50464,,,,,,,,,,,,,
1.69,2,0,0,0,0,0,0,-,23,5 1/3,2,0,5,0,2,1,1,2022,삼성,16,5.333333,50464,이승민,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50464,,,,,,,,,,,,,
8.56,25,0,0,1,4,0,0,0.200,237,47 1/3,71,14,26,3,23,48,45,2024,삼성,142,47.333333,50464,이승민,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50464,,,,,,,,,,,,,
3.78,62,0,0,3,2,0,8,0.600,280,64 1/3,61,5,26,3,53,37,27,2025,삼성,193,64.333333,50464,이승민,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50464,,,,,,,,,,,,,
3.56,12,0,0,7,2,0,0,0.778,246,60 2/3,52,4,15,3,42,25,24,2020,삼성,182,60.666667,50464,이승민,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50464,,,,,,,,,,,,,
2.43,9,0,0,4,1,0,0,0.800,223,55 2/3,40,3,17,1,42,18,15,2021,삼성,167,55.666667,50464,이승민,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50464,,,,,,,,,,,,,
3.65,12,0,0,4,2,1,0,0.667,201,49 1/3,44,5,9,4,52,24,20,2022,상무,148,49.333333,50464,이승민,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50464,,,,,,,,,,,,,
3.07,20,0,0,9,5,0,0,0.643,439,105 2/3,106,10,24,2,85,39,36,2023,상무,317,105.666667,50464,이승민,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50464,,,,,,,,,,,,,
4.42,11,0,0,1,2,0,0,0.333,162,38 2/3,35,6,11,1,36,21,19,2024,삼성,116,38.666667,50464,이승민,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50464,,,,,,,,,,,,,
0.00,1,0,0,0,0,0,0,-,3,1,0,0,0,0,1,0,0,2025,삼성,3,1.0,50464,이승민,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50464,,,,,,,,,,,,,
,102,,,,,,,,,,94,1,22,2,55,62,,2022,롯데,,,50500,황성빈,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50500,0.294,353,320,12,4,117,16,10,12,2,0.366,0.341,7
,74,,,,,,,,,,36,0,12,1,27,22,,2023,롯데,,,50500,황성빈,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50500,0.212,191,170,5,2,45,8,9,5,1,0.265,0.268,1
,125,,,,,,,,,,117,4,31,2,56,94,,2024,롯데,,,50500,황성빈,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50500,0.320,406,366,15,8,160,26,51,10,3,0.437,0.375,4
,79,,,,,,,,,,63,1,18,4,46,43,,2025,롯데,,,50500,황성빈,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50500,0.256,273,246,4,4,78,22,25,4,3,0.317,0.315,3
,14,,,,,,,,,,12,0,2,0,8,10,,2022,롯데,,,50500,황성빈,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50500,0.261,49,46,0,1,14,1,6,0,0,0.304,0.292,1
,24,,,,,,,,,,17,0,9,1,6,11,,2023,롯데,,,50500,황성빈,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50500,0.210,92,81,2,0,19,7,8,3,1,0.235,0.297,1
,3,,,,,,,,,,1,0,0,1,2,1,,2024,롯데,,,50500,황성빈,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50500,0.143,8,7,0,0,1,0,0,0,0,0.143,0.250,0
,7,,,,,,,,,,5,0,2,0,4,2,,2025,롯데,,,50500,황성빈,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50500,0.227,24,22,1,0,6,1,0,0,1,0.273,0.292,0
4.85,31,0,0,0,2,0,8,0.000,130,29 2/3,31,3,11,2,26,16,16,2020,롯데,89,29.666667,50556,최준용,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50556,,,,,,,,,,,,,
2.85,44,0,0,4,2,1,20,0.667,195,47 1/3,41,6,16,1,45,16,15,2021,롯데,142,47.333333,50556,최준용,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50556,,,,,,,,,,,,,
4.06,68,0,0,3,4,14,6,0.429,303,71,63,10,20,6,80,35,32,2022,롯데,213,71.0,50556,최준용,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50556,,,,,,,,,,,,,
2.45,47,0,0,2,3,0,14,0.400,210,47 2/3,50,2,18,1,40,15,13,2023,롯데,143,47.666667,50556,최준용,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50556,,,,,,,,,,,,,
5.40,27,0,0,1,2,0,3,0.333,105,21 2/3,28,2,14,1,12,13,13,2024,롯데,65,21.666667,50556,최준용,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50556,,,,,,,,,,,,,
5.30,49,0,0,4,4,1,17,0.500,234,54 1/3,50,5,16,6,62,35,32,2025,롯데,163,54.333333,50556,최준용,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50556,,,,,,,,,,,,,
2.40,16,0,0,0,0,2,1,-,59,15,10,2,4,1,15,4,4,2020,롯데,45,15.0,50556,최준용,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50556,,,,,,,,,,,,,
0.00,1,0,0,0,0,0,0,-,3,1,0,0,0,0,2,0,0,2021,롯데,3,1.0,50556,최준용,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50556,,,,,,,,,,,,,
1.80,5,0,0,1,0,0,0,1.000,20,5,4,0,2,0,6,1,1,2023,롯데,15,5.0,50556,최준용,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50556,,,,,,,,,,,,,
3.00,3,0,0,1,0,1,0,1.000,13,3,5,0,0,0,1,2,1,2024,롯데,9,3.0,50556,최준용,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50556,,,,,,,,,,,,,
0.00,3,0,0,0,0,0,1,-,11,3 2/3,1,0,0,0,2,0,0,2025,롯데,11,3.666667,50556,최준용,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50556,,,,,,,,,,,,,
27.00,1,0,0,0,0,0,0,-,3,1/3,0,0,2,0,0,1,1,2021,롯데,1,0.333333,50596,홍민기,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50596,,,,,,,,,,,,,
12.27,3,0,0,0,0,0,0,-,24,3 2/3,8,0,1,2,2,7,5,2024,롯데,11,3.666667,50596,홍민기,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50596,,,,,,,,,,,,,
3.09,25,0,0,0,2,0,3,0.000,129,32,24,0,11,2,39,13,11,2025,롯데,96,32.0,50596,홍민기,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50596,,,,,,,,,,,,,
18.00,1,0,0,0,1,0,0,0.000,16,3,3,1,4,0,0,6,6,2020,롯데,9,3.0,50596,홍민기,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50596,,,,,,,,,,,,,
8.31,5,0,0,1,0,0,1,1.000,22,4 1/3,7,0,3,0,2,7,4,2021,롯데,13,4.333333,50596,홍민기,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50596,,,,,,,,,,,,,
21.60,4,0,0,0,0,0,0,-,21,3 1/3,2,0,9,0,2,8,8,2023,롯데,10,3.333333,50596,홍민기,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50596,,,,,,,,,,,,,
2.11,11,0,0,2,1,0,0,0.667,168,42 2/3,30,4,13,4,49,11,10,2024,롯데,128,42.666667,50596,홍민기,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50596,,,,,,,,,,,,,
8.35,11,0,0,2,2,0,1,0.500,90,18 1/3,22,3,9,2,28,19,17,2025,롯데,55,18.333333,50596,홍민기,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50596,,,,,,,,,,,,,
,40,,,,,,,,,,20,0,4,0,13,7,,2020,KIA,,,50600,홍종표,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50600,0.250,88,80,3,0,23,7,0,2,1,0.288,0.282,0
,40,,,,,,,,,,0,0,3,1,1,10,,2023,KIA,,,50600,홍종표,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50600,0.000,12,7,0,0,0,0,0,0,0,0.000,0.364,0
,100,,,,,,,,,,31,0,6,1,31,27,,2024,KIA,,,50600,홍종표,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50600,0.295,115,105,4,3,41,11,5,2,0,0.390,0.339,5
,62,,,,,,,,,,12,0,7,0,23,16,,2025,NC,,,50600,홍종표,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50600,0.164,85,73,0,0,12,3,1,2,1,0.164,0.235,2
,46,,,,,,,,,,46,1,15,5,21,27,,2020,KIA,,,50600,홍종표,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50600,0.272,194,169,1,0,50,15,9,5,0,0.296,0.347,5
,48,,,,,,,,,,20,0,12,0,19,11,,2021,상무,,,50600,홍종표,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50600,0.256,90,78,4,0,24,7,3,1,2,0.308,0.356,1
,63,,,,,,,,,,39,0,28,4,19,45,,2022,상무,,,50600,홍종표,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50600,0.245,193,159,4,1,45,13,8,4,4,0.283,0.368,1
,37,,,,,,,,,,40,1,14,0,17,22,,2023,KIA,,,50600,홍종표,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50600,0.308,145,130,5,1,50,15,6,1,3,0.385,0.375,8
,10,,,,,,,,,,10,0,2,0,4,7,,2024,KIA,,,50600,홍종표,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50600,0.417,26,24,0,1,12,2,2,1,0,0.500,0.462,1
,33,,,,,,,,,,38,1,16,0,19,25,,2025,NC,,,50600,홍종표,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50600,0.362,122,105,6,0,47,14,5,3,0,0.448,0.446,2
7.71,3,0,0,0,0,0,0,-,14,2 1/3,5,1,0,1,3,4,2,2024,KIA,7,2.333333,50604,유지성,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50604,,,,,,,,,,,,,
0.00,1,0,0,0,0,0,0,-,3,1,0,0,0,0,0,0,0,2025,KIA,3,1.0,50604,유지성,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50604,,,,,,,,,,,,,
5.85,22,0,0,2,1,0,2,0.667,98,20,24,3,12,3,11,13,13,2020,KIA,60,20.0,50604,유지성,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50604,,,,,,,,,,,,,
5.97,43,0,0,7,4,3,1,0.636,349,75 1/3,88,10,43,7,59,59,50,2023,KIA,226,75.333333,50604,유지성,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50604,,,,,,,,,,,,,
3.90,26,0,0,3,1,0,2,0.750,137,32 1/3,31,4,9,4,27,16,14,2024,KIA,97,32.333333,50604,유지성,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50604,,,,,,,,,,,,,
4.11,35,0,0,1,3,1,6,0.250,156,35,38,4,14,3,39,18,16,2025,KIA,105,35.0,50604,유지성,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50604,,,,,,,,,,,,,
,5,,,,,,,,,,2,0,0,1,1,0,,2024,롯데,,,50608,이인한,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50608,0.500,5,4,0,0,2,2,0,0,0,0.500,0.600,0
